OPTION UNITS=cm
MEASURE Seat_Back_Angle=21.9
MEASURE Outseam=96.3
MEASURE Inseam=74.4
MEASURE CROTCH_Height=73.3
MEASURE TrouserWAIST_Circ=81.1
MEASURE HIP_Circ=100.9
MEASURE Knee_Height=27.5
MEASURE Calf_Height=41.2
MEASURE Waist_Height_Back_EZ=98.2
MEASURE TrouserWaist_Height_Back=97.5
MEASURE CrotchLength_Back=34.3
MEASURE CrotchLength_Front=25.8
MEASURE Ankle_Circ=24.64
MEASURE Head_Top_Height=164.7
MEASURE Hip_Height=81.3
MEASURE NeckBase_Circ=37.4
MEASURE Bust_to_Bust=18.5
MEASURE Underbust_Circ=76.5
MEASURE BUST_Circ=93.3
MEASURE Across_Back=32.0
MEASURE Shoulder_to_Shoulder=35.9
MEASURE Neck_Circ=35.2
MEASURE Knee_Circ=38.9
MEASURE Calf_Circ=38.7
MEASURE Bicep_Circ=30.0
MEASURE Elbow_Circ=24.2
MEASURE Wrist_Circ=15.3
MEASURE Shoulder_to_Wrist=51.3
MEASURE Shoulder_Length=10.0
MEASURE SideNeck_to_Bust=25.2
MEASURE NeckSide_to_Wrist=61.3
MEASURE NECK_Height=141.0
MEASURE Thigh_Circ=57.8
MEASURE Across_Front=37.9
MEASURE Shoulder_to_floor_Right=136.8
MEASURE Shoulder_to_floor_Left=137.0
MEASURE TopHip_Circ=90.1
MEASURE TrouserWaist_Height_Front=93.5
MEASURE Bust_Height=121.8
MEASURE Torso_Height=67.8
MEASURE Istumakorkeus=27.1
MEASURE NaturalWAIST_Circ=70.8
MEASURE NaturalWaist_Height=100.4
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=66.0
MEASURE Shoulder_Width_ThruTheBody=31.4
MEASURE Overarm_Width_ThruTheBody=39.6
MEASURE Hip_2_Width_ThruTheBody=40.1
MEASURE Hip_2_Circ=104.6
MEASURE Hip_2_Height=74.8
