OPTION UNITS=cm
MEASURE Seat_Back_Angle=25.4
MEASURE Outseam=94.8
MEASURE Inseam=74.5
MEASURE CROTCH_Height=72.9
MEASURE TrouserWAIST_Circ=85.8
MEASURE HIP_Circ=98.1
MEASURE Knee_Height=28.5
MEASURE Calf_Height=41.8
MEASURE Waist_Height_Back_EZ=97.0
MEASURE TrouserWaist_Height_Back=96.7
MEASURE CrotchLength_Back=32.3
MEASURE CrotchLength_Front=24.4
MEASURE Ankle_Circ=22.86
MEASURE Head_Top_Height=158.3
MEASURE Hip_Height=82.9
MEASURE NeckBase_Circ=31.7
MEASURE Bust_to_Bust=20.4
MEASURE Underbust_Circ=77.5
MEASURE BUST_Circ=100.6
MEASURE Across_Back=34.8
MEASURE Shoulder_to_Shoulder=38.6
MEASURE Neck_Circ=30.0
MEASURE Knee_Circ=35.6
MEASURE Calf_Circ=34.6
MEASURE Bicep_Circ=29.9
MEASURE Elbow_Circ=24.5
MEASURE Wrist_Circ=15.5
MEASURE Shoulder_to_Wrist=51.8
MEASURE Shoulder_Length=14.0
MEASURE SideNeck_to_Bust=31.0
MEASURE NeckSide_to_Wrist=65.9
MEASURE NECK_Height=140.4
MEASURE Thigh_Circ=56.5
MEASURE Across_Front=39.3
MEASURE Shoulder_to_floor_Right=133.7
MEASURE Shoulder_to_floor_Left=135.4
MEASURE TopHip_Circ=89.2
MEASURE TrouserWaist_Height_Front=92.1
MEASURE Bust_Height=118.9
MEASURE Torso_Height=67.5
MEASURE Istumakorkeus=27.0
MEASURE NaturalWAIST_Circ=79.5
MEASURE NaturalWaist_Height=99.9
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=65.2
MEASURE Shoulder_Width_ThruTheBody=34.2
MEASURE Overarm_Width_ThruTheBody=36.9
MEASURE Hip_2_Width_ThruTheBody=39.5
MEASURE Hip_2_Circ=101.8
MEASURE Hip_2_Height=73.9
