OPTION UNITS=cm
MEASURE Seat_Back_Angle=15.6
MEASURE Outseam=96.1
MEASURE Inseam=78.2
MEASURE CROTCH_Height=77.0
MEASURE TrouserWAIST_Circ=96.6
MEASURE HIP_Circ=100.8
MEASURE Knee_Height=29.5
MEASURE Calf_Height=43.7
MEASURE Waist_Height_Back_EZ=98.4
MEASURE TrouserWaist_Height_Back=98.2
MEASURE CrotchLength_Back=30.2
MEASURE CrotchLength_Front=25.4
MEASURE Ankle_Circ=24.68
MEASURE Head_Top_Height=162.6
MEASURE Hip_Height=86.0
MEASURE NeckBase_Circ=36.7
MEASURE Bust_to_Bust=16.8
MEASURE Underbust_Circ=91.2
MEASURE BUST_Circ=101.7
MEASURE Across_Back=35.3
MEASURE Shoulder_to_Shoulder=43.3
MEASURE Neck_Circ=34.4
MEASURE Knee_Circ=38.0
MEASURE Calf_Circ=36.0
MEASURE Bicep_Circ=31.8
MEASURE Elbow_Circ=24.8
MEASURE Wrist_Circ=15.6
MEASURE Shoulder_to_Wrist=55.2
MEASURE Shoulder_Length=13.5
MEASURE SideNeck_to_Bust=30.1
MEASURE NeckSide_to_Wrist=68.7
MEASURE NECK_Height=143.9
MEASURE Thigh_Circ=58.6
MEASURE Across_Front=40.0
MEASURE Shoulder_to_floor_Right=135.4
MEASURE Shoulder_to_floor_Left=137.4
MEASURE TopHip_Circ=96.3
MEASURE TrouserWaist_Height_Front=93.6
MEASURE Bust_Height=118.0
MEASURE Torso_Height=67.0
MEASURE Istumakorkeus=26.8
MEASURE NaturalWAIST_Circ=87.6
MEASURE NaturalWaist_Height=103.8
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=69.5
MEASURE Shoulder_Width_ThruTheBody=36.3
MEASURE Overarm_Width_ThruTheBody=44.3
MEASURE Hip_2_Width_ThruTheBody=39.3
MEASURE Hip_2_Circ=100.5
MEASURE Hip_2_Height=77.0
