OPTION UNITS=cm
MEASURE Seat_Back_Angle=24.7
MEASURE Outseam=91.7
MEASURE Inseam=72.9
MEASURE CROTCH_Height=71.6
MEASURE TrouserWAIST_Circ=87.3
MEASURE HIP_Circ=105.9
MEASURE Knee_Height=28.0
MEASURE Calf_Height=41.1
MEASURE Waist_Height_Back_EZ=93.9
MEASURE TrouserWaist_Height_Back=93.8
MEASURE CrotchLength_Back=32.0
MEASURE CrotchLength_Front=23.3
MEASURE Ankle_Circ=25.01
MEASURE Head_Top_Height=157.1
MEASURE Hip_Height=79.6
MEASURE NeckBase_Circ=34.7
MEASURE Bust_to_Bust=20.3
MEASURE Underbust_Circ=82.0
MEASURE BUST_Circ=100.9
MEASURE Across_Back=38.4
MEASURE Shoulder_to_Shoulder=41.3
MEASURE Neck_Circ=32.3
MEASURE Knee_Circ=37.6
MEASURE Calf_Circ=36.8
MEASURE Bicep_Circ=32.2
MEASURE Elbow_Circ=26.0
MEASURE Wrist_Circ=16.7
MEASURE Shoulder_to_Wrist=53.9
MEASURE Shoulder_Length=13.4
MEASURE SideNeck_to_Bust=26.6
MEASURE NeckSide_to_Wrist=67.4
MEASURE NECK_Height=139.4
MEASURE Thigh_Circ=60.8
MEASURE Across_Front=39.8
MEASURE Shoulder_to_floor_Right=133.1
MEASURE Shoulder_to_floor_Left=133.1
MEASURE TopHip_Circ=93.5
MEASURE TrouserWaist_Height_Front=88.4
MEASURE Bust_Height=117.6
MEASURE Torso_Height=67.8
MEASURE Istumakorkeus=27.1
MEASURE NaturalWAIST_Circ=78.0
MEASURE NaturalWaist_Height=98.7
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=64.1
MEASURE Shoulder_Width_ThruTheBody=36.4
MEASURE Overarm_Width_ThruTheBody=43.2
MEASURE Hip_2_Width_ThruTheBody=41.7
MEASURE Hip_2_Circ=108.0
MEASURE Hip_2_Height=72.1
