OPTION UNITS=cm
MEASURE Seat_Back_Angle=10.1
MEASURE Outseam=91.7
MEASURE Inseam=74.4
MEASURE CROTCH_Height=72.7
MEASURE TrouserWAIST_Circ=93.8
MEASURE HIP_Circ=98.1
MEASURE Knee_Height=28.5
MEASURE Calf_Height=41.7
MEASURE Waist_Height_Back_EZ=93.3
MEASURE TrouserWaist_Height_Back=93.6
MEASURE CrotchLength_Back=29.2
MEASURE CrotchLength_Front=22.5
MEASURE Ankle_Circ=24.18
MEASURE Head_Top_Height=160.3
MEASURE Hip_Height=84.7
MEASURE NeckBase_Circ=38.3
MEASURE Bust_to_Bust=20.9
MEASURE Underbust_Circ=83.8
MEASURE BUST_Circ=102.4
MEASURE Across_Back=36.8
MEASURE Shoulder_to_Shoulder=46.1
MEASURE Neck_Circ=35.7
MEASURE Knee_Circ=36.5
MEASURE Calf_Circ=35.8
MEASURE Bicep_Circ=31.8
MEASURE Elbow_Circ=23.5
MEASURE Wrist_Circ=15.6
MEASURE Shoulder_to_Wrist=53.8
MEASURE Shoulder_Length=15.7
MEASURE SideNeck_to_Bust=33.0
MEASURE NeckSide_to_Wrist=69.6
MEASURE NECK_Height=139.4
MEASURE Thigh_Circ=54.3
MEASURE Across_Front=41.7
MEASURE Shoulder_to_floor_Right=131.7
MEASURE Shoulder_to_floor_Left=132.2
MEASURE TopHip_Circ=97.5
MEASURE TrouserWaist_Height_Front=88.3
MEASURE Bust_Height=111.7
MEASURE Torso_Height=66.8
MEASURE Istumakorkeus=26.7
MEASURE NaturalWAIST_Circ=88.7
MEASURE NaturalWaist_Height=99.3
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=66.2
MEASURE Shoulder_Width_ThruTheBody=39.6
MEASURE Overarm_Width_ThruTheBody=46.1
MEASURE Hip_2_Width_ThruTheBody=37.0
MEASURE Hip_2_Circ=97.4
MEASURE Hip_2_Height=75.7
